"","number_bets","everything_RF","wins_losses_RF","wins_RF","losses_RF","everything_naivebayes","wins_losses_naivebayes","wins_naivebayes","losses_naivebayes","everything_ensembl","wins_losses_ensembl","wins_ensembl","losses_ensembl","wins_losses_selected"
"1",173,-8.92,-7.27,-1.57,-5.7,-14.05,-11.25,-5.25,-6,-71.1,-4.1,0.85,-4.95,-8.55
