"","number_bets","everything_RF","wins_losses_RF","wins_RF","losses_RF","everything_naivebayes","wins_losses_naivebayes","wins_naivebayes","losses_naivebayes","everything_ensembl","wins_losses_ensembl","wins_ensembl","losses_ensembl","wins_losses_selected"
"1",110,3.09,1.74,-3.85,5.59,-4.37,-1.67,-5.76,4.09,-30.52,-0.87,-5.71,4.84,-0.19
