"","number_bets","everything_RF","wins_losses_RF","wins_RF","losses_RF","everything_naivebayes","wins_losses_naivebayes","wins_naivebayes","losses_naivebayes","everything_ensembl","wins_losses_ensembl","wins_ensembl","losses_ensembl","wins_losses_selected","bookmaker"
"1",121,11.1,14.75,11.07,3.68,-1.2,11.15,6.97,4.18,-32.65,6.55,6.97,-0.42,10.65,-0.75
