"","number_bets","everything_RF","wins_losses_RF","wins_RF","losses_RF","everything_naivebayes","wins_losses_naivebayes","wins_naivebayes","losses_naivebayes","everything_ensembl","wins_losses_ensembl","wins_ensembl","losses_ensembl","wins_losses_selected"
"1",59,3.05,5.05,2.65,2.4,10.26,5.51,3.63,1.88,-6.97,8.03,3.63,4.4,6.03
