"","number_bets","everything_RF","wins_losses_RF","wins_RF","losses_RF","everything_naivebayes","wins_losses_naivebayes","wins_naivebayes","losses_naivebayes","everything_ensembl","wins_losses_ensembl","wins_ensembl","losses_ensembl","wins_losses_selected","bookmaker"
"1",280,5.83,10.08,11.09,-1.01,-18.53,-10.98,0.8,-11.78,-78.4399999999999,2.56,1.37,1.19,-1.01,-24.86
